Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 120
Sorting CSV by 'HOST START TS' column...
Using operations after 'decode_1_start'.
Using operations until 'decode_1_end'.
Detected data from 32 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID      Total %  Bound  OP Code                                                 Device   Device Time  Op-to-Op Gap   Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity            
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    23    0.0 %         AllGatherDeviceOperation                                      0       143 μs                    20                                                       FP32 => FP32
    64    0.0 %         ReshapeViewDeviceOperation                                   18        20 μs      12,137 μs    120                                                       FP32 => FP32
    83    0.0 %         UntilizeWithUnpaddingDeviceOperation                         28         8 μs      25,845 μs    103                                                       FP32 => FP32
   103    0.0 %         SliceDeviceOperation                                         11         1 μs       7,660 μs      1                                                       FP32 => FP32
   158    0.0 %         TilizeWithValPaddingDeviceOperation                          27        20 μs      17,189 μs      1                                                       FP32 => FP32
   174    0.0 %         UntilizeWithUnpaddingDeviceOperation                          7         5 μs      13,709 μs      1                                                       FP32 => FP32
   205    0.0 %         UntilizeWithUnpaddingDeviceOperation                          6         9 μs       1,404 μs    103                                                       FP32 => FP32
   229    0.0 %         SliceDeviceOperation                                          2         1 μs         694 μs      1                                                       FP32 => FP32
   286    0.0 %         TilizeWithValPaddingDeviceOperation                          27        20 μs       1,379 μs      1                                                       FP32 => FP32
   299    0.0 %         UntilizeWithUnpaddingDeviceOperation                          4         5 μs         141 μs      1                                                       FP32 => FP32
   352    0.0 %         UntilizeWithUnpaddingDeviceOperation                         18         8 μs         141 μs    103                                                       FP32 => FP32
   355    0.0 %         SliceDeviceOperation                                          0         1 μs         785 μs      1                                                       FP32 => FP32
   405    0.0 %         TilizeWithValPaddingDeviceOperation                          30        20 μs       1,372 μs      1                                                       FP32 => FP32
   423    0.0 %         UntilizeWithUnpaddingDeviceOperation                         11         5 μs         137 μs      1                                                       FP32 => FP32
   470    0.0 %         UntilizeWithUnpaddingDeviceOperation                         31         8 μs         129 μs    103                                                       FP32 => FP32
   496    0.0 %         SliceDeviceOperation                                         14         1 μs         637 μs      1                                                       FP32 => FP32
