Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 120
Sorting CSV by 'HOST START TS' column...
Specified staring signpost 'decode_1' not found.
Using operations until 'decode_1_end'.
Detected data from 32 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID      Total %  Bound  OP Code                                                 Device   Device Time  Op-to-Op Gap   Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity            
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    23    0.0 %         AllGatherDeviceOperation                                      0       143 μs                    20                                                       FP32 => FP32
    57    0.0 %         ReshapeViewDeviceOperation                                   21        21 μs      12,005 μs    120                                                       FP32 => FP32
    96    0.0 %         UntilizeWithUnpaddingDeviceOperation                         18         8 μs      26,775 μs    103                                                       FP32 => FP32
   124    0.0 %         SliceDeviceOperation                                         25         1 μs       7,953 μs      1                                                       FP32 => FP32
   148    0.0 %         TilizeWithValPaddingDeviceOperation                          29        20 μs      16,727 μs      1                                                       FP32 => FP32
   178    0.0 %         UntilizeWithUnpaddingDeviceOperation                         12         5 μs      14,001 μs      1                                                       FP32 => FP32
   223    0.0 %         UntilizeWithUnpaddingDeviceOperation                         19         8 μs       1,413 μs    103                                                       FP32 => FP32
   243    0.0 %         SliceDeviceOperation                                         28         1 μs         702 μs      1                                                       FP32 => FP32
   286    0.0 %         TilizeWithValPaddingDeviceOperation                          27        20 μs       1,396 μs      1                                                       FP32 => FP32
   316    0.0 %         UntilizeWithUnpaddingDeviceOperation                         25         5 μs         136 μs      1                                                       FP32 => FP32
   333    0.0 %         UntilizeWithUnpaddingDeviceOperation                          6         8 μs         139 μs    103                                                       FP32 => FP32
   356    0.0 %         SliceDeviceOperation                                          1         1 μs         647 μs      1                                                       FP32 => FP32
   405    0.0 %         TilizeWithValPaddingDeviceOperation                          30        20 μs       1,397 μs      1                                                       FP32 => FP32
   446    0.0 %         UntilizeWithUnpaddingDeviceOperation                         27         5 μs         137 μs      1                                                       FP32 => FP32
   480    0.0 %         UntilizeWithUnpaddingDeviceOperation                         18         8 μs         130 μs    103                                                       FP32 => FP32
   498    0.0 %         SliceDeviceOperation                                         12         1 μs         593 μs      1                                                       FP32 => FP32
   534    0.0 %         TilizeWithValPaddingDeviceOperation                          31        20 μs       1,370 μs      1                                                       FP32 => FP32
   553    0.0 %         UntilizeWithUnpaddingDeviceOperation                          9         5 μs         134 μs      1                                                       FP32 => FP32
   609    0.0 %         UntilizeWithUnpaddingDeviceOperation                         17         8 μs         131 μs    103                                                       FP32 => FP32
   624    0.0 %         SliceDeviceOperation                                         14         1 μs         576 μs      1                                                       FP32 => FP32
   662    0.0 %         TilizeWithValPaddingDeviceOperation                          31        20 μs       1,312 μs      1                                                       FP32 => FP32
   702    0.0 %         UntilizeWithUnpaddingDeviceOperation                         27         5 μs         143 μs      1                                                       FP32 => FP32
   726    0.0 %         UntilizeWithUnpaddingDeviceOperation                         31         8 μs         134 μs    103                                                       FP32 => FP32
   743    0.0 %         SliceDeviceOperation                                         11         1 μs         669 μs      1                                                       FP32 => FP32
   788    0.0 %         TilizeWithValPaddingDeviceOperation                          29        20 μs       1,302 μs      1                                                       FP32 => FP32
   833    0.0 %         UntilizeWithUnpaddingDeviceOperation                         17         5 μs         149 μs      1                                                       FP32 => FP32
   845    0.0 %         UntilizeWithUnpaddingDeviceOperation                          6         8 μs         128 μs    103                                                       FP32 => FP32
   873    0.0 %         SliceDeviceOperation                                          9         1 μs         604 μs      1                                                       FP32 => FP32
   916    0.0 %         TilizeWithValPaddingDeviceOperation                          29        20 μs       1,316 μs      1                                                       FP32 => FP32
   954    0.0 %         UntilizeWithUnpaddingDeviceOperation                         20         5 μs         143 μs      1                                                       FP32 => FP32
   976    0.0 %         UntilizeWithUnpaddingDeviceOperation                         14         8 μs         129 μs    103                                                       FP32 => FP32
  1009    0.0 %         SliceDeviceOperation                                         13         1 μs         573 μs      1                                                       FP32 => FP32
  1032    0.0 %         TilizeWithValPaddingDeviceOperation                          10        20 μs       1,312 μs      1                                                       FP32 => FP32
  1063    0.0 %         UntilizeWithUnpaddingDeviceOperation                         11         5 μs         145 μs      1                                                       FP32 => FP32
  1106    0.0 %         UntilizeWithUnpaddingDeviceOperation                         12         8 μs         129 μs    103                                                       FP32 => FP32
  1139    0.0 %         SliceDeviceOperation                                         28         1 μs         652 μs      1                                                       FP32 => FP32
  1163    0.0 %         TilizeWithValPaddingDeviceOperation                           4        20 μs       1,375 μs      1                                                       FP32 => FP32
  1199    0.0 %         UntilizeWithUnpaddingDeviceOperation                         15         5 μs         138 μs      1                                                       FP32 => FP32
  1240    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         8 μs         132 μs    103                                                       FP32 => FP32
  1274    0.0 %         SliceDeviceOperation                                         20         1 μs         634 μs      1                                                       FP32 => FP32
  1302    0.0 %         TilizeWithValPaddingDeviceOperation                          31        20 μs       1,309 μs      1                                                       FP32 => FP32
  1336    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         5 μs         149 μs      1                                                       FP32 => FP32
  1361    0.0 %         UntilizeWithUnpaddingDeviceOperation                         13         8 μs         133 μs    103                                                       FP32 => FP32
  1380    0.0 %         SliceDeviceOperation                                          1         1 μs         626 μs      1                                                       FP32 => FP32
  1429    0.0 %         TilizeWithValPaddingDeviceOperation                          30        20 μs       1,296 μs      1                                                       FP32 => FP32
  1466    0.0 %         UntilizeWithUnpaddingDeviceOperation                         20         5 μs         133 μs      1                                                       FP32 => FP32
  1496    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         8 μs         123 μs    103                                                       FP32 => FP32
  1525    0.0 %         SliceDeviceOperation                                         30         1 μs         685 μs      1                                                       FP32 => FP32
  1556    0.0 %         TilizeWithValPaddingDeviceOperation                          29        20 μs       1,353 μs      1                                                       FP32 => FP32
  1597    0.0 %         UntilizeWithUnpaddingDeviceOperation                         26         5 μs         141 μs      1                                                       FP32 => FP32
  1609    0.0 %         UntilizeWithUnpaddingDeviceOperation                          9         8 μs         128 μs    103                                                       FP32 => FP32
  1638    0.0 %         SliceDeviceOperation                                          3         1 μs         648 μs      1                                                       FP32 => FP32
  1680    0.0 %         TilizeWithValPaddingDeviceOperation                          14        20 μs       1,302 μs      1                                                       FP32 => FP32
  1703    0.0 %         UntilizeWithUnpaddingDeviceOperation                         11         5 μs         137 μs      1                                                       FP32 => FP32
  1755    0.0 %         UntilizeWithUnpaddingDeviceOperation                         24         8 μs         126 μs    103                                                       FP32 => FP32
  1764    0.0 %         SliceDeviceOperation                                          1         1 μs         684 μs      1                                                       FP32 => FP32
  1813    0.0 %         TilizeWithValPaddingDeviceOperation                          30        20 μs       1,308 μs      1                                                       FP32 => FP32
  1847    0.0 %         UntilizeWithUnpaddingDeviceOperation                         23         5 μs         145 μs      1                                                       FP32 => FP32
  1867    0.0 %         UntilizeWithUnpaddingDeviceOperation                          4         8 μs         126 μs    103                                                       FP32 => FP32
  1914    0.0 %         SliceDeviceOperation                                         20         1 μs         688 μs      1                                                       FP32 => FP32
  1941    0.0 %         TilizeWithValPaddingDeviceOperation                          30        20 μs       1,312 μs      1                                                       FP32 => FP32
  1979    0.0 %         UntilizeWithUnpaddingDeviceOperation                         24         5 μs         134 μs      1                                                       FP32 => FP32
  2000    0.0 %         UntilizeWithUnpaddingDeviceOperation                         14         8 μs         125 μs    103                                                       FP32 => FP32
  2019    0.0 %         SliceDeviceOperation                                          0         1 μs         666 μs      1                                                       FP32 => FP32
  2078    0.0 %         TilizeWithValPaddingDeviceOperation                          27        20 μs       1,304 μs      1                                                       FP32 => FP32
  2101    0.0 %         UntilizeWithUnpaddingDeviceOperation                         30         5 μs         138 μs      1                                                       FP32 => FP32
  2144    0.0 %         UntilizeWithUnpaddingDeviceOperation                         18         8 μs         126 μs    103                                                       FP32 => FP32
  2165    0.0 %         SliceDeviceOperation                                         30         1 μs         648 μs      1                                                       FP32 => FP32
  2198    0.0 %         TilizeWithValPaddingDeviceOperation                          31        20 μs       1,299 μs      1                                                       FP32 => FP32
  2215    0.0 %         UntilizeWithUnpaddingDeviceOperation                         11         5 μs         135 μs      1                                                       FP32 => FP32
  2269    0.0 %         UntilizeWithUnpaddingDeviceOperation                         26         8 μs         139 μs    103                                                       FP32 => FP32
  2275    0.0 %         SliceDeviceOperation                                          0         1 μs         646 μs      1                                                       FP32 => FP32
  2320    0.0 %         TilizeWithValPaddingDeviceOperation                          14        20 μs       1,309 μs      1                                                       FP32 => FP32
  2350    0.0 %         UntilizeWithUnpaddingDeviceOperation                          7         5 μs         146 μs      1                                                       FP32 => FP32
  2399    0.0 %         UntilizeWithUnpaddingDeviceOperation                         19         8 μs         128 μs    103                                                       FP32 => FP32
  2412    0.0 %         SliceDeviceOperation                                          5         1 μs         627 μs      1                                                       FP32 => FP32
