Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 120
Sorting CSV by 'HOST START TS' column...
Using operations after 'decode_1_start'.
Using operations until 'decode_1_end'.
Detected data from 32 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID      Total %  Bound  OP Code                                                 Device   Device Time  Op-to-Op Gap   Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity            
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    23    0.0 %         AllGatherDeviceOperation                                      0       142 μs                    20                                                       FP32 => FP32
    66    0.0 %         ReshapeViewDeviceOperation                                   16        20 μs      11,473 μs    120                                                       FP32 => FP32
    88    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         8 μs      26,836 μs    103                                                       FP32 => FP32
   109    0.0 %         SliceDeviceOperation                                          6         1 μs       7,946 μs      1                                                       FP32 => FP32
   148    0.0 %         TilizeWithValPaddingDeviceOperation                          29        20 μs      16,862 μs      1                                                       FP32 => FP32
   184    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         5 μs      14,427 μs      1                                                       FP32 => FP32
   208    0.0 %         UntilizeWithUnpaddingDeviceOperation                         14         8 μs       1,440 μs    103                                                       FP32 => FP32
   229    0.0 %         SliceDeviceOperation                                          2         1 μs         692 μs      1                                                       FP32 => FP32
   286    0.0 %         TilizeWithValPaddingDeviceOperation                          27        20 μs       1,391 μs      1                                                       FP32 => FP32
   318    0.0 %         UntilizeWithUnpaddingDeviceOperation                         27         5 μs         141 μs      1                                                       FP32 => FP32
   336    0.0 %         UntilizeWithUnpaddingDeviceOperation                         14         8 μs         132 μs    103                                                       FP32 => FP32
   385    0.0 %         SliceDeviceOperation                                         17         1 μs         608 μs      1                                                       FP32 => FP32
   401    0.0 %         TilizeWithValPaddingDeviceOperation                          13        20 μs       1,356 μs      1                                                       FP32 => FP32
   445    0.0 %         UntilizeWithUnpaddingDeviceOperation                         26         5 μs         137 μs      1                                                       FP32 => FP32
   477    0.0 %         UntilizeWithUnpaddingDeviceOperation                         26         8 μs         134 μs    103                                                       FP32 => FP32
   492    0.0 %         SliceDeviceOperation                                          5         1 μs         584 μs      1                                                       FP32 => FP32
   527    0.0 %         TilizeWithValPaddingDeviceOperation                          15        20 μs       1,374 μs      1                                                       FP32 => FP32
   570    0.0 %         UntilizeWithUnpaddingDeviceOperation                         20         5 μs         135 μs      1                                                       FP32 => FP32
   603    0.0 %         UntilizeWithUnpaddingDeviceOperation                         24         8 μs         132 μs    103                                                       FP32 => FP32
   624    0.0 %         SliceDeviceOperation                                         14         1 μs         638 μs      1                                                       FP32 => FP32
   655    0.0 %         TilizeWithValPaddingDeviceOperation                          15        20 μs       1,330 μs      1                                                       FP32 => FP32
   696    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         5 μs         145 μs      1                                                       FP32 => FP32
   736    0.0 %         UntilizeWithUnpaddingDeviceOperation                         18         8 μs         132 μs    103                                                       FP32 => FP32
   755    0.0 %         SliceDeviceOperation                                         28         1 μs         646 μs      1                                                       FP32 => FP32
   789    0.0 %         TilizeWithValPaddingDeviceOperation                          30        20 μs       1,353 μs      1                                                       FP32 => FP32
   827    0.0 %         UntilizeWithUnpaddingDeviceOperation                         24         5 μs         138 μs      1                                                       FP32 => FP32
   849    0.0 %         UntilizeWithUnpaddingDeviceOperation                         13         8 μs         128 μs    103                                                       FP32 => FP32
   875    0.0 %         SliceDeviceOperation                                          4         1 μs         644 μs      1                                                       FP32 => FP32
   911    0.0 %         TilizeWithValPaddingDeviceOperation                          15        20 μs       1,371 μs      1                                                       FP32 => FP32
   958    0.0 %         UntilizeWithUnpaddingDeviceOperation                         27         5 μs         141 μs      1                                                       FP32 => FP32
   966    0.0 %         UntilizeWithUnpaddingDeviceOperation                          3         8 μs         132 μs    103                                                       FP32 => FP32
  1007    0.0 %         SliceDeviceOperation                                         15         1 μs         579 μs      1                                                       FP32 => FP32
  1029    0.0 %         TilizeWithValPaddingDeviceOperation                           2        20 μs       1,335 μs      1                                                       FP32 => FP32
  1068    0.0 %         UntilizeWithUnpaddingDeviceOperation                          5         5 μs         144 μs      1                                                       FP32 => FP32
  1097    0.0 %         UntilizeWithUnpaddingDeviceOperation                          9         8 μs         140 μs    103                                                       FP32 => FP32
  1124    0.0 %         SliceDeviceOperation                                          1         1 μs         625 μs      1                                                       FP32 => FP32
  1167    0.0 %         TilizeWithValPaddingDeviceOperation                          15        20 μs       1,352 μs      1                                                       FP32 => FP32
  1191    0.0 %         UntilizeWithUnpaddingDeviceOperation                         11         5 μs         139 μs      1                                                       FP32 => FP32
  1247    0.0 %         UntilizeWithUnpaddingDeviceOperation                         19         8 μs         125 μs    103                                                       FP32 => FP32
  1262    0.0 %         SliceDeviceOperation                                          7         1 μs         944 μs      1                                                       FP32 => FP32
  1295    0.0 %         TilizeWithValPaddingDeviceOperation                          15        20 μs       1,314 μs      1                                                       FP32 => FP32
  1332    0.0 %         UntilizeWithUnpaddingDeviceOperation                         29         5 μs         137 μs      1                                                       FP32 => FP32
  1377    0.0 %         UntilizeWithUnpaddingDeviceOperation                         17         8 μs         123 μs    103                                                       FP32 => FP32
  1403    0.0 %         SliceDeviceOperation                                         24         1 μs         648 μs      1                                                       FP32 => FP32
  1428    0.0 %         TilizeWithValPaddingDeviceOperation                          29        20 μs       1,346 μs      1                                                       FP32 => FP32
