Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 120
Sorting CSV by 'HOST START TS' column...
Specified staring signpost 'decode_1' not found.
Using operations until 'decode_1_end'.
Detected data from 32 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID      Total %  Bound  OP Code                                                 Device   Device Time  Op-to-Op Gap   Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity            
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    23    0.0 %         AllGatherDeviceOperation                                      0       142 μs                    20                                                       FP32 => FP32
    49    0.0 %         ReshapeViewDeviceOperation                                   13        21 μs      11,328 μs    120                                                       FP32 => FP32
    73    0.0 %         UntilizeWithUnpaddingDeviceOperation                          9         8 μs      27,361 μs    103                                                       FP32 => FP32
   127    0.0 %         SliceDeviceOperation                                         19         1 μs       8,273 μs      1                                                       FP32 => FP32
   158    0.0 %         TilizeWithValPaddingDeviceOperation                          27        20 μs      16,406 μs      1                                                       FP32 => FP32
   184    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         5 μs      13,831 μs      1                                                       FP32 => FP32
   198    0.0 %         UntilizeWithUnpaddingDeviceOperation                          3         8 μs       1,461 μs    103                                                       FP32 => FP32
   254    0.0 %         SliceDeviceOperation                                         27         1 μs         686 μs      1                                                       FP32 => FP32
   277    0.0 %         TilizeWithValPaddingDeviceOperation                          30        20 μs       1,414 μs      1                                                       FP32 => FP32
   302    0.0 %         UntilizeWithUnpaddingDeviceOperation                          7         5 μs         139 μs      1                                                       FP32 => FP32
   348    0.0 %         UntilizeWithUnpaddingDeviceOperation                         25         8 μs         136 μs    103                                                       FP32 => FP32
   369    0.0 %         SliceDeviceOperation                                         13         1 μs         672 μs      1                                                       FP32 => FP32
   409    0.0 %         TilizeWithValPaddingDeviceOperation                          21        20 μs       1,396 μs      1                                                       FP32 => FP32
   433    0.0 %         UntilizeWithUnpaddingDeviceOperation                         13         5 μs         137 μs      1                                                       FP32 => FP32
   479    0.0 %         UntilizeWithUnpaddingDeviceOperation                         19         8 μs         132 μs    103                                                       FP32 => FP32
   503    0.0 %         SliceDeviceOperation                                         23         1 μs         640 μs      1                                                       FP32 => FP32
   527    0.0 %         TilizeWithValPaddingDeviceOperation                          15        20 μs       1,372 μs      1                                                       FP32 => FP32
   572    0.0 %         UntilizeWithUnpaddingDeviceOperation                         25         5 μs         148 μs      1                                                       FP32 => FP32
   585    0.0 %         UntilizeWithUnpaddingDeviceOperation                          9         8 μs         134 μs    103                                                       FP32 => FP32
   631    0.0 %         SliceDeviceOperation                                         23         1 μs         624 μs      1                                                       FP32 => FP32
   662    0.0 %         TilizeWithValPaddingDeviceOperation                          31        20 μs       1,344 μs      1                                                       FP32 => FP32
   696    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         5 μs         139 μs      1                                                       FP32 => FP32
   725    0.0 %         UntilizeWithUnpaddingDeviceOperation                         30         9 μs         126 μs    103                                                       FP32 => FP32
   767    0.0 %         SliceDeviceOperation                                         19         1 μs         702 μs      1                                                       FP32 => FP32
   772    0.0 %         TilizeWithValPaddingDeviceOperation                           1        20 μs       1,353 μs      1                                                       FP32 => FP32
   824    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         5 μs         141 μs      1                                                       FP32 => FP32
   849    0.0 %         UntilizeWithUnpaddingDeviceOperation                         13         8 μs         128 μs    103                                                       FP32 => FP32
   867    0.0 %         SliceDeviceOperation                                          0         1 μs         664 μs      1                                                       FP32 => FP32
   911    0.0 %         TilizeWithValPaddingDeviceOperation                          15        20 μs       1,353 μs      1                                                       FP32 => FP32
   952    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         5 μs         150 μs      1                                                       FP32 => FP32
   978    0.0 %         UntilizeWithUnpaddingDeviceOperation                         12         8 μs         133 μs    103                                                       FP32 => FP32
  1010    0.0 %         SliceDeviceOperation                                         12         1 μs         665 μs      1                                                       FP32 => FP32
  1039    0.0 %         TilizeWithValPaddingDeviceOperation                          15        20 μs       1,374 μs      1                                                       FP32 => FP32
  1075    0.0 %         UntilizeWithUnpaddingDeviceOperation                         28         5 μs         143 μs      1                                                       FP32 => FP32
  1116    0.0 %         UntilizeWithUnpaddingDeviceOperation                         25         8 μs         134 μs    103                                                       FP32 => FP32
  1126    0.0 %         SliceDeviceOperation                                          3         1 μs         617 μs      1                                                       FP32 => FP32
  1174    0.0 %         TilizeWithValPaddingDeviceOperation                          31        20 μs       1,371 μs      1                                                       FP32 => FP32
  1208    0.0 %         UntilizeWithUnpaddingDeviceOperation                         22         5 μs         140 μs      1                                                       FP32 => FP32
  1243    0.0 %         UntilizeWithUnpaddingDeviceOperation                         24         8 μs         128 μs    103                                                       FP32 => FP32
  1258    0.0 %         SliceDeviceOperation                                          8         1 μs         684 μs      1                                                       FP32 => FP32
  1295    0.0 %         TilizeWithValPaddingDeviceOperation                          15        20 μs       1,349 μs      1                                                       FP32 => FP32
  1328    0.0 %         UntilizeWithUnpaddingDeviceOperation                         14         5 μs         150 μs      1                                                       FP32 => FP32
  1357    0.0 %         UntilizeWithUnpaddingDeviceOperation                          6         8 μs         126 μs    103                                                       FP32 => FP32
