Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
35.82,SparseMatmulDeviceOperation (in0:dram_interleaved),5560.27,2,Other,15.15,22.67,18.91,5.32,19.21
15.50,AllGatherDeviceOperation (in0:dram_interleaved),2405.30,9,Other,,,,,
10.65,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),1653.47,3,TM,,,,,
6.49,AllToAllCombineDeviceOperation (in0:dram_interleaved),1007.62,1,Other,,,,,
5.79,ReshapeViewDeviceOperation (in0:dram_interleaved),899.37,12,Other,,,,,
5.04,UntilizeDeviceOperation (in0:dram_interleaved),781.87,3,TM,,,,,
4.40,ReduceScatterDeviceOperation (in0:dram_interleaved),683.14,4,DM,,,,,
3.32,UnaryDeviceOperation (in0:dram_interleaved),514.98,3,Compute,,,,,
2.08,TransposeDeviceOperation (in0:dram_interleaved),322.44,4,TM,,,,,
1.86,BinaryNgDeviceOperation (in0:dram_interleaved),288.02,10,Compute,,,,,
1.37,MatmulDeviceOperation (in0:dram_interleaved),212.26,6,Compute,1.65,13.66,6.34,4.53,8.04
1.36,AllToAllDispatchDeviceOperation (in0:dram_interleaved),211.14,1,Other,,,,,
1.29,SliceDeviceOperation (in0:dram_interleaved),199.83,3,TM,,,,,
1.17,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),181.72,5,TM,,,,,
1.11,MoeExpertTokenRemapDeviceOperation (in0:dram_interleaved),172.17,1,Other,,,,,
0.45,FullDeviceOperation,70.48,1,Other,,,,,
0.38,CopyDeviceOperation (in0:nd_sharded),58.72,1,DM,,,,,
0.36,DeepseekGroupedGateDeviceOperation (in0:dram_interleaved),55.14,1,Other,,,,,
0.34,PermuteDeviceOperation (in0:dram_interleaved),53.30,2,TM,,,,,
0.33,DeepseekMoEPostCombineTilizeDeviceOperation (in0:dram_interleaved),51.49,1,Other,,,,,
0.31,TypecastDeviceOperation (in0:dram_interleaved),47.54,16,TM,,,,,
0.18,MeshPartitionDeviceOperation (in0:dram_interleaved),28.44,2,Other,,,,,
0.17,ReduceDeviceOperation (in0:dram_interleaved),26.37,2,Compute,,,,,
0.10,LayerNormPreAllGatherDeviceOperation (in0:dram_interleaved),15.07,1,Other,,,,,
0.09,TilizeDeviceOperation (in0:dram_interleaved),14.48,2,TM,,,,,
0.02,FillPadDeviceOperation (in0:dram_interleaved),3.57,1,TM,,,,,
0.01,RepeatDeviceOperation (in0:dram_interleaved),2.00,1,Other,,,,,
0.01,ConcatDeviceOperation (in0:dram_interleaved),1.29,1,TM,,,,,
