Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
19.40,PermuteDeviceOperation (in0:dram_interleaved),645.22,14,TM,,,,,
15.06,ReshapeViewDeviceOperation (in0:dram_interleaved),500.77,17,Other,,,,,
11.68,MatmulDeviceOperation (in0:dram_interleaved),388.25,9,Compute,3.18,17.93,8.68,6.29,9.48
10.95,AllGatherDeviceOperation (in0:dram_interleaved),364.16,8,Other,,,,,
10.00,ReduceScatterDeviceOperation (in0:dram_interleaved),332.56,5,DM,,,,,
6.47,BinaryNgDeviceOperation (in0:dram_interleaved),214.98,18,Compute,,,,,
6.38,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),212.21,13,TM,,,,,
4.26,TernaryDeviceOperation (in0:dram_interleaved),141.49,7,TM,,,,,
3.89,SliceDeviceOperation (in0:dram_interleaved),129.44,21,TM,,,,,
3.45,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),114.87,10,TM,,,,,
1.79,TypecastDeviceOperation (in0:dram_interleaved),59.54,17,TM,,,,,
1.36,ConcatDeviceOperation (in0:dram_interleaved),45.39,7,TM,,,,,
1.35,LayerNormDeviceOperation (in0:dram_interleaved),44.77,3,Compute,,,,,
0.90,LayerNormPreAllGatherDeviceOperation (in0:dram_interleaved),30.05,2,Other,,,,,
0.85,SdpaDecodeDeviceOperation (in0:dram_interleaved),28.29,1,Other,,,,,
0.56,TransposeDeviceOperation (in0:dram_interleaved),18.62,5,TM,,,,,
0.49,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),16.42,3,DM,,,,,
0.22,FillPadDeviceOperation (in0:dram_interleaved),7.17,2,TM,,,,,
0.20,UntilizeDeviceOperation (in0:dram_interleaved),6.60,2,TM,,,,,
0.18,InterleavedToShardedDeviceOperation (in0:dram_interleaved),5.83,3,DM,,,,,
0.13,ReduceDeviceOperation (in0:dram_interleaved),4.37,2,Compute,,,,,
0.12,UnaryDeviceOperation (in0:dram_interleaved),4.03,2,Compute,,,,,
0.12,FastReduceNCDeviceOperation (in0:dram_interleaved),3.88,2,Other,,,,,
0.11,TilizeDeviceOperation (in0:dram_interleaved),3.65,2,TM,,,,,
0.04,RepeatDeviceOperation (in0:dram_interleaved),1.41,1,Other,,,,,
0.04,EmbeddingsDeviceOperation (in0:dram_interleaved),1.27,1,Compute,,,,,
