Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
23.12,SparseMatmulDeviceOperation (in0:dram_interleaved),5558.32,2,Other,15.17,22.66,18.92,5.30,19.21
13.56,AllGatherDeviceOperation (in0:dram_interleaved),3260.48,24,Other,,,,,
8.15,ReshapeViewDeviceOperation (in0:dram_interleaved),1960.28,48,Other,,,,,
7.81,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),1877.68,21,TM,,,,,
5.98,ReduceScatterDeviceOperation (in0:dram_interleaved),1437.64,12,DM,,,,,
5.60,PermuteDeviceOperation (in0:dram_interleaved),1346.80,30,TM,,,,,
5.31,MatmulDeviceOperation (in0:dram_interleaved),1276.06,22,Compute,1.66,17.93,6.99,4.88,8.73
5.27,ArgMaxDeviceOperation (in0:dram_interleaved),1267.45,1,Other,,,,,
4.19,AllToAllCombineDeviceOperation (in0:dram_interleaved),1007.55,1,Other,,,,,
3.74,UntilizeDeviceOperation (in0:dram_interleaved),898.23,8,TM,,,,,
2.90,BinaryNgDeviceOperation (in0:dram_interleaved),696.35,45,Compute,,,,,
2.47,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),592.65,28,TM,,,,,
2.17,UnaryDeviceOperation (in0:dram_interleaved),521.34,7,Compute,,,,,
1.90,SliceDeviceOperation (in0:dram_interleaved),456.34,43,TM,,,,,
1.49,TransposeDeviceOperation (in0:dram_interleaved),358.93,14,TM,,,,,
1.17,TernaryDeviceOperation (in0:dram_interleaved),282.06,13,TM,,,,,
0.88,AllToAllDispatchDeviceOperation (in0:dram_interleaved),210.95,1,Other,,,,,
0.71,MoeExpertTokenRemapDeviceOperation (in0:dram_interleaved),171.82,1,Other,,,,,
0.59,TypecastDeviceOperation (in0:dram_interleaved),141.34,45,TM,,,,,
0.39,ConcatDeviceOperation (in0:dram_interleaved),92.76,15,TM,,,,,
0.37,LayerNormDeviceOperation (in0:dram_interleaved),89.27,6,Compute,,,,,
0.31,LayerNormPreAllGatherDeviceOperation (in0:dram_interleaved),75.03,5,Other,,,,,
0.29,FullDeviceOperation,70.45,1,Other,,,,,
0.24,CopyDeviceOperation (in0:nd_sharded),58.68,1,DM,,,,,
0.24,SdpaDecodeDeviceOperation (in0:dram_interleaved),56.64,2,Other,,,,,
0.23,DeepseekGroupedGateDeviceOperation (in0:dram_interleaved),55.09,1,Other,,,,,
0.21,DeepseekMoEPostCombineTilizeDeviceOperation (in0:dram_interleaved),51.50,1,Other,,,,,
0.15,ReduceDeviceOperation (in0:dram_interleaved),35.21,6,Compute,,,,,
0.14,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),32.84,6,DM,,,,,
0.12,MeshPartitionDeviceOperation (in0:dram_interleaved),28.64,2,Other,,,,,
0.09,TilizeDeviceOperation (in0:dram_interleaved),21.71,6,TM,,,,,
0.07,FillPadDeviceOperation (in0:dram_interleaved),17.91,5,TM,,,,,
0.05,InterleavedToShardedDeviceOperation (in0:dram_interleaved),11.79,6,DM,,,,,
0.03,FastReduceNCDeviceOperation (in0:dram_interleaved),7.61,4,Other,,,,,
0.03,EmbeddingsDeviceOperation (in0:dram_interleaved),7.59,2,Compute,,,,,
0.01,RepeatDeviceOperation (in0:dram_interleaved),3.38,2,Other,,,,,
