2026-03-21 19:48:03.360 | INFO     | pjrt_plugin_tt:setup_tt_pjrt_plugin_dir:42 - Using PJRT plugin directory: /localdev/hshah/tt-xla/python_package/pjrt_plugin_tt
2026-03-21 19:48:03.361 | INFO     | pjrt_plugin_tt:setup_tt_metal_home:103 - Using TT-Metal from the source tree: /localdev/hshah/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal
2026-03-21 19:48:03.361 | WARNING  | torch_plugin_tt:__init__:38 - TT plugin is setting XLA_STABLEHLO_COMPILE to 1. This is required for TT PJRT plugin to work correctly.
============================= test session starts ==============================
platform linux -- Python 3.12.13, pytest-9.0.2, pluggy-1.6.0 -- /localdev/hshah/tt-xla/venv/bin/python
cachedir: .pytest_cache
metadata: {'Python': '3.12.13', 'Platform': 'Linux-5.15.0-141-generic-x86_64-with-glibc2.35', 'Packages': {'pytest': '9.0.2', 'pluggy': '1.6.0'}, 'Plugins': {'split': '0.11.0', 'forked': '1.6.0', 'json-report': '1.5.0', 'metadata': '3.1.1', 'jaxtyping': '0.3.9', 'anyio': '4.12.1'}}
rootdir: /localdev/hshah/tt-xla
configfile: pytest.ini
plugins: split-0.11.0, forked-1.6.0, json-report-1.5.0, metadata-3.1.1, jaxtyping-0.3.9, anyio-4.12.1
collecting ... collected 1 item

tests/torch/ops/test_gather.py::test_gather_indices[128-32] 2026-03-21 19:48:09.792 (   0.000s) [        B1056480]   plugin_attributes.cc:64       1| PluginAttributes::PJRT_Plugin_Initialize
2026-03-21 19:48:09.792 (   0.000s) [        B1056480]     client_instance.cc:646      1| ClientInstance::PJRT_Client_Create
2026-03-21 19:48:09.794 (   0.002s) [        B1056480]     client_instance.cc:256      1| ClientInstance::ClientInstance
2026-03-21 19:48:09.794 (   0.002s) [        B1056480]     client_instance.cc:278      1| ClientInstance::Initialize
2026-03-21 19:48:10.739 (   0.947s) [        B1056480]     client_instance.cc:563      1| ClientInstance::openMeshDevice - setting fabric config: FABRIC_1D_RING
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]              stubs.inc:121   WARN| STUB: PJRT_Client_TopologyDescription
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]      error_instance.cc:52       1| ErrorInstance::PJRT_Error_Message
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]      error_instance.cc:61       1| ErrorInstance::PJRT_Error_GetCode
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]      error_instance.cc:46       1| ErrorInstance::PJRT_Error_Destroy
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     client_instance.cc:704      1| ClientInstance::PJRT_Client_PlatformVersion
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     client_instance.cc:683      1| ClientInstance::PJRT_Client_PlatformName
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     client_instance.cc:716      1| ClientInstance::PJRT_Client_Devices
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:48       1| DeviceInstance::PJRT_Device_GetDescription
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]  device_description.cc:88       1| DeviceDescription::PJRT_DeviceDescription_Attributes
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:48       1| DeviceInstance::PJRT_Device_GetDescription
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]  device_description.cc:88       1| DeviceDescription::PJRT_DeviceDescription_Attributes
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:48       1| DeviceInstance::PJRT_Device_GetDescription
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]  device_description.cc:88       1| DeviceDescription::PJRT_DeviceDescription_Attributes
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:48       1| DeviceInstance::PJRT_Device_GetDescription
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]  device_description.cc:88       1| DeviceDescription::PJRT_DeviceDescription_Attributes
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:48       1| DeviceInstance::PJRT_Device_GetDescription
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]  device_description.cc:88       1| DeviceDescription::PJRT_DeviceDescription_Attributes
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:48       1| DeviceInstance::PJRT_Device_GetDescription
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]  device_description.cc:88       1| DeviceDescription::PJRT_DeviceDescription_Attributes
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:48       1| DeviceInstance::PJRT_Device_GetDescription
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]  device_description.cc:88       1| DeviceDescription::PJRT_DeviceDescription_Attributes
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:48       1| DeviceInstance::PJRT_Device_GetDescription
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]  device_description.cc:88       1| DeviceDescription::PJRT_DeviceDescription_Attributes
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     client_instance.cc:730      1| ClientInstance::PJRT_Client_AddressableDevices
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     client_instance.cc:783      1| ClientInstance::PJRT_Client_AddressableMemories
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:78       1| DeviceInstance::PJRT_Device_AddressableMemories
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:78       1| DeviceInstance::PJRT_Device_AddressableMemories
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:78       1| DeviceInstance::PJRT_Device_AddressableMemories
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:78       1| DeviceInstance::PJRT_Device_AddressableMemories
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:78       1| DeviceInstance::PJRT_Device_AddressableMemories
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:78       1| DeviceInstance::PJRT_Device_AddressableMemories
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:78       1| DeviceInstance::PJRT_Device_AddressableMemories
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     device_instance.cc:78       1| DeviceInstance::PJRT_Device_AddressableMemories
2026-03-21 19:48:11.252 (   1.460s) [        B1056480]     memory_instance.cc:133      1| MemoryInstance::PJRT_Memory_AddressableByDevices
